"","ID","Price","Levy","Manufacturer","Model","Prod..year","Category","Leather.interior","Fuel.type","Mileage","Cylinders","Gear.box.type","Drive.wheels","Color","Airbags"
"118",45807577,72130,1079,"LEXUS","NX 300",2018,"Jeep",TRUE,"Petrol",18918,4,"Tiptronic","Front","Black",6
"119",45729867,35927,640,"SSANGYONG","REXTON",2013,"Jeep",TRUE,"Diesel",137267,4,"Automatic","Front","Silver",4
"120",45801397,21012,308,"TOYOTA","Prius",2014,"Sedan",FALSE,"Hybrid",160000,4,"Automatic","4x4","White",4
"121",45765622,21012,1823,"TOYOTA","Tacoma",2018,"Sedan",TRUE,"Petrol",27358,6,"Automatic","Front","Grey",12
"122",45781785,13172,1361,"KIA","Carnival grand",2009,"Minivan",TRUE,"Diesel",84176,4,"Automatic","Front","White",6
"123",45802035,15624,707,"HYUNDAI","Genesis",2011,"Coupe",TRUE,"Petrol",107005,4,"Automatic","Front","Grey",4
"124",45811318,4547,0,"OPEL","Vectra",1997,"Sedan",FALSE,"Petrol",15000,4,"Manual","Front","Beige",2
"125",45751101,5488,1273,"INFINITI","QX60",2015,"Jeep",TRUE,"Petrol",124154,6,"Automatic","4x4","Black",12
"126",45801611,20005,531,"HYUNDAI","Elantra",2012,"Sedan",TRUE,"Petrol",104997,4,"Automatic","Front","White",4
"127",45792460,36110,924,"VOLKSWAGEN","Passat",2017,"Sedan",TRUE,"Petrol",27728,6,"Tiptronic","Front","Silver",8
"128",45765057,470,1077,"MAZDA","1000",2019,"Jeep",TRUE,"Petrol",11566,4,"Automatic","4x4","Black",12
"129",45782173,1300,0,"AUDI","50",2018,"Coupe",TRUE,"Petrol",4000,1,"Tiptronic","Rear","Blue",0
"130",45802937,43880,891,"HYUNDAI","Santa FE",2016,"Jeep",TRUE,"Diesel",113700,4,"Automatic","Front","Silver",4
"131",45675386,29479,584,"MERCEDES-BENZ","C 250",2014,"Sedan",TRUE,"Petrol",69000,4,"Tiptronic","Rear","Grey",8
"132",45795520,17249,0,"TOYOTA","Camry",2011,"Sedan",TRUE,"Hybrid",152000,4,"Variator","Front","White",12
"133",45778720,9408,0,"TOYOTA","Vitz funkargo",2003,"Universal",FALSE,"Petrol",181926,4,"Automatic","4x4","Silver",2
"134",45802938,44213,891,"HYUNDAI","Santa FE",2016,"Jeep",TRUE,"Diesel",50255,4,"Automatic","Front","Red",4
"135",45808583,627,915,"AUDI","A6",2014,"Sedan",TRUE,"Petrol",164488,6,"Automatic","4x4","Silver",12
"136",45395938,21950,831,"FORD","Transit",2011,"Goods wagon",FALSE,"Diesel",125000,4,"Manual","4x4","White",2
"137",45810208,706,475,"FIAT","500",2012,"Hatchback",TRUE,"Petrol",164574,4,"Automatic","Front","Red",12
"138",45766275,3136,473,"CHEVROLET","Cruze",2014,"Sedan",TRUE,"Petrol",156992,4,"Automatic","Front","Black",12
"139",45793851,3450,0,"OPEL","Vectra",1995,"Sedan",FALSE,"CNG",0,4,"Manual","Front","White",2
"140",45805913,9408,0,"MITSUBISHI","Pajero",1998,"Jeep",FALSE,"Petrol",11000,6,"Tiptronic","4x4","Silver",4
"141",45793479,31500,0,"NISSAN","Pathfinder",2010,"Jeep",TRUE,"LPG",90200,6,"Tiptronic","4x4","Black",12
"142",43390500,20385,0,"MITSUBISHI","Delica",2005,"Minivan",TRUE,"Petrol",184000,6,"Automatic","4x4","White",12
"143",45769518,314,1053,"MERCEDES-BENZ","E 350",2014,"Sedan",TRUE,"Diesel",149486,6,"Automatic","4x4","Silver",12
"144",45792823,2300,0,"VOLKSWAGEN","Golf",1996,"Sedan",FALSE,"CNG",0,4,"Manual","Front","Green",0
"145",45776494,7840,0,"MERCEDES-BENZ","Vaneo",2004,"Universal",FALSE,"LPG",170000,4,"Tiptronic","Front","Silver",4
"146",45787317,56450,0,"TOYOTA","Camry Se",2018,"Sedan",TRUE,"Petrol",25000,4,"Tiptronic","Front","Blue",12
"147",45813281,1490,639,"VOLKSWAGEN","Jetta",2014,"Universal",TRUE,"Diesel",113214,4,"Automatic","Front","Grey",12
"148",45771040,314,1053,"MERCEDES-BENZ","E 350",2014,"Sedan",TRUE,"Diesel",149486,6,"Automatic","4x4","Silver",12
"149",45815974,706,751,"HYUNDAI","Sonata",2013,"Sedan",TRUE,"Petrol",175827,4,"Automatic","Front","Black",12
"150",45773662,5802,1055,"MERCEDES-BENZ","E 350",2013,"Sedan",TRUE,"Diesel",107800,6,"Automatic","Rear","Grey",12
"151",45767823,25716,777,"TOYOTA","Camry",2014,"Sedan",FALSE,"Petrol",115200,4,"Automatic","Front","Silver",8
"152",45810599,14426,642,"CHEVROLET","Orlando",2012,"Jeep",TRUE,"LPG",132036,4,"Automatic","Front","White",4
"153",45709646,10820,0,"TOYOTA","RAV 4",2001,"Jeep",FALSE,"Petrol",91000,4,"Automatic","4x4","Silver",4
"154",45808960,45436,1172,"FORD","Explorer",2011,"Jeep",TRUE,"Petrol",129177,4,"Automatic","Front","White",4
"155",45802892,41281,765,"HYUNDAI","Santa FE",2015,"Jeep",TRUE,"Diesel",185811,4,"Automatic","Front","Black",4
"156",45810372,3058,1872,"PORSCHE","Cayenne",2018,"Sedan",TRUE,"Petrol",28968,6,"Automatic","4x4","White",12
"157",45816588,15681,0,"SUZUKI","Grand Vitara",2008,"Jeep",FALSE,"Petrol",98000,4,"Automatic","4x4","Black",12
"158",45813342,6586,645,"LEXUS","CT 200h",2011,"Hatchback",TRUE,"Hybrid",122302,4,"Automatic","Front","Black",0
"159",45798451,12544,0,"TOYOTA","Prius",2007,"Hatchback",FALSE,"Hybrid",140000,4,"Automatic","Front","Beige",6
"160",45803832,30063,639,"HYUNDAI","Tucson",2014,"Jeep",TRUE,"Diesel",120000,4,"Automatic","Front","White",4
"161",45156280,72130,1885,"PORSCHE","Panamera",2010,"Hatchback",TRUE,"Petrol",196800,8,"Tiptronic","4x4","White",8
"162",45801000,21639,0,"HYUNDAI","Veloster",2015,"Hatchback",FALSE,"Petrol",17200,4,"Tiptronic","Front","Red",10
"163",44782223,36692,0,"TOYOTA","RAV 4 XLE Sport",2013,"Jeep",FALSE,"Petrol",120000,4,"Tiptronic","Front","White",0
"164",45721264,30,0,"HONDA","FIT",2002,"Hatchback",FALSE,"Petrol",0,4,"Automatic","Front","Silver",4
"165",45453314,12231,1266,"TOYOTA","Aqua",2014,"Hatchback",FALSE,"Hybrid",66000,4,"Variator","Front","Silver",4
"166",45809193,5620,447,"HONDA","FIT",2013,"Hatchback",TRUE,"Petrol",110467,4,"Automatic","Front","White",4
"167",41704944,19130,2148,"MERCEDES-BENZ","CLS 550",2010,"Sedan",TRUE,"Petrol",157000,4,"Automatic","Front","Grey",10
"168",45095136,9408,1111,"HONDA","FIT",2012,"Hatchback",FALSE,"Hybrid",64000,4,"Variator","Front","Black",4
"169",45612423,3,0,"HYUNDAI","Elantra",2011,"Sedan",TRUE,"Petrol",80000,4,"Tiptronic","Front","Grey",6
"170",45781861,15367,640,"VOLKSWAGEN","Passat",2013,"Sedan",TRUE,"Diesel",179200,4,"Tiptronic","Front","White",16
"171",45731459,26594,777,"HYUNDAI","H1",2014,"Minivan",TRUE,"Diesel",179918,4,"Automatic","Front","Silver",4
"172",45536422,36065,779,"TOYOTA","Avalon LIMITED",2013,"Sedan",TRUE,"Hybrid",92200,4,"Tiptronic","Front","Beige",12
"173",45742092,26343,730,"KIA","Cerato K3",2016,"Sedan",TRUE,"Diesel",29000,4,"Tiptronic","Front","Silver",8
"174",45506452,14000,585,"HYUNDAI","Elantra",2013,"Sedan",FALSE,"Petrol",50000,4,"Tiptronic","Front","Grey",10
"175",45809707,17923,473,"CHEVROLET","Cruze",2014,"Sedan",TRUE,"Petrol",127842,4,"Automatic","Front","White",4
"176",45804644,54518,831,"HYUNDAI","Tucson",2017,"Jeep",TRUE,"Petrol",40193,4,"Automatic","Front","Black",4
"177",45761379,10349,0,"OPEL","Astra G",2003,"Hatchback",FALSE,"Petrol",180000,4,"Manual","Front","Silver",6
"178",45799440,8154,0,"TOYOTA","Ist",2002,"Hatchback",FALSE,"Petrol",115000,4,"Automatic","Front","Silver",7
"179",45813708,7527,640,"VOLKSWAGEN","Passat",2013,"Sedan",TRUE,"Diesel",132310,4,"Automatic","Front","Grey",12
"180",45813166,3450,1249,"TOYOTA","Camry",2017,"Sedan",TRUE,"Petrol",60762,4,"Automatic","Front","White",12
"181",45804525,22063,836,"HYUNDAI","Tucson",2010,"Jeep",TRUE,"Diesel",142264,4,"Automatic","Front","White",4
"182",45656681,2901,503,"HONDA","Civic",2012,"Sedan",TRUE,"Hybrid",146403,4,"Automatic","Front","White",0
"183",45754449,5331,0,"VOLKSWAGEN","Passat",2002,"Sedan",TRUE,"Petrol",175000,6,"Manual","Front","Grey",6
"184",45809446,16900,502,"HONDA","FIT",2013,"Hatchback",TRUE,"Petrol",70000,4,"Automatic","Front","Blue",4
"185",45315594,18189,0,"NISSAN","Rogue",2010,"Jeep",TRUE,"Petrol",122000,4,"Automatic","4x4","Silver",4
"186",45789380,5331,0,"MAZDA","MPV",2000,"Minivan",FALSE,"Petrol",127000,4,"Automatic","Front","Green",4
"187",45770019,42651,1017,"MERCEDES-BENZ","GLA 250",2017,"Jeep",TRUE,"Petrol",44995,4,"Automatic","4x4","Black",0
"188",45813976,15524,586,"TOYOTA","Prius",2012,"Hatchback",FALSE,"Hybrid",122324,4,"Automatic","Front","Red",7
"189",45636297,17249,0,"BMW","530",2007,"Sedan",TRUE,"Petrol",111111,6,"Tiptronic","Rear","Grey",10
"190",45794250,73071,0,"LEXUS","GS 350",2013,"Sedan",TRUE,"Petrol",56000,6,"Tiptronic","Rear","Black",12
"191",45636962,862,333,"FORD","Fusion",2014,"Sedan",TRUE,"Hybrid",186048,4,"Automatic","Front","Black",0
"192",45797238,28909,831,"HYUNDAI","Elantra",2017,"Sedan",TRUE,"Diesel",98000,4,"Automatic","Front","White",4
"193",32116317,50,0,"TOYOTA","Aqua",2013,"Sedan",FALSE,"Hybrid",130000,4,"Automatic","Rear","Sky blue",0
"194",45803460,14426,639,"HYUNDAI","Sonata",2014,"Sedan",TRUE,"LPG",169024,4,"Automatic","Front","White",4
"195",43247033,9000,1325,"VOLKSWAGEN","Sharan",2011,"Minivan",FALSE,"Petrol",126000,4,"Automatic","Front","Silver",6
"196",45787509,22580,779,"TOYOTA","Camry",2013,"Sedan",TRUE,"Petrol",156666,4,"Automatic","Front","Black",12
"197",45760052,862,259,"CHEVROLET","Volt",2014,"Jeep",TRUE,"Hybrid",133195,4,"Automatic","Front","Black",0
"198",45809244,7464,247,"HONDA","FIT",2014,"Hatchback",TRUE,"Hybrid",114950,4,"Automatic","Front","Blue",4
"199",45771034,1333,1091,"FORD","Fusion",2016,"Sedan",TRUE,"Petrol",154850,4,"Automatic","Front","Black",12
"200",45804881,59865,879,"HYUNDAI","Tucson",2019,"Jeep",TRUE,"Diesel",13000,4,"Automatic","Front","White",4
"201",45765365,49237,1342,"TOYOTA","Tacoma",2017,"Jeep",TRUE,"Petrol",94262,4,"Automatic","Rear","White",12
"202",45796914,68223,1327,"HYUNDAI","H1",2018,"Universal",TRUE,"Diesel",27406,4,"Automatic","Front","Yellow",4
"203",45771073,392,1017,"MERCEDES-BENZ","E 300",2017,"Sedan",TRUE,"Petrol",1600,4,"Automatic","Rear","Black",12
"204",45787608,7683,0,"NISSAN","Tiida",2006,"Sedan",TRUE,"CNG",2e+05,4,"Variator","Front","Silver",2
"205",45771597,22266,0,"FORD","Fusion",2013,"Sedan",TRUE,"Petrol",85500,4,"Automatic","Front","Black",8
"206",45769046,2430,1598,"MERCEDES-BENZ","E 350",2008,"Sedan",TRUE,"Diesel",175614,6,"Automatic","Rear","Black",12
"207",45638142,282,333,"FORD","Fusion",2014,"Sedan",TRUE,"Hybrid",0,4,"Automatic","Front","Silver",0
"208",45641194,392,629,"NISSAN","Juke",2015,"Jeep",TRUE,"Petrol",85944,4,"Automatic","4x4","Black",0
"209",45807457,33556,765,"MERCEDES-BENZ","C 300",2015,"Sedan",TRUE,"Petrol",0,4,"Automatic","Rear","Black",12
"210",45730558,39161,831,"SSANGYONG","Actyon",2017,"Jeep",TRUE,"Diesel",73000,4,"Automatic","Front","White",4
"211",45815469,16308,0,"FORD","Transit",2008,"Microbus",FALSE,"Diesel",180000,4,"Manual","Front","White",2
"212",45539130,17719,0,"TOYOTA","Camry",2009,"Sedan",TRUE,"Hybrid",92000,4,"Tiptronic","Front","Sky blue",8
